place,number,sex,time
7089,9262,M,2:37:59
7090,1357,W,2:38:05
7091,5348,W,2:38:11
7092,7854,W,2:38:11
7093,5592,W,2:38:14
7094,8433,W,2:38:19
7095,8232,W,2:38:19
7096,9091,W,2:38:19
7097,2905,M,2:38:19
7098,3113,M,2:38:28
7099,3114,W,2:38:28
7100,1965,W,2:38:30
7101,7662,W,2:38:31
7102,1635,W,2:38:34
7103,5852,M,2:38:37
7104,7511,W,2:38:38
7105,1155,W,2:38:41
7106,8158,W,2:38:44
7107,6312,W,2:38:45
7108,4927,M,2:38:46
7109,3211,M,2:38:50
7110,4125,W,2:39:06
7111,1871,W,2:39:08
7112,8901,W,2:39:13
7113,1440,W,2:39:16
7114,1572,W,2:39:18
7115,2832,M,2:39:21
7116,3032,W,2:39:23
7117,2290,W,2:39:24
7118,2062,M,2:39:27
7119,3776,M,2:39:33
7120,4649,M,2:39:34
7121,3775,M,2:39:34
7122,7425,W,2:39:38
7123,8289,W,2:39:40
7124,6282,W,2:39:40
7125,737,W,2:39:40
7126,736,M,2:39:40
7127,1758,M,2:39:41
7128,4129,W,2:39:46
7129,5959,W,2:39:46
7130,5650,M,2:39:49
7131,8331,W,2:39:52
7132,7416,M,2:39:53
7133,2582,M,2:39:54
7134,1038,W,2:39:57
7135,2589,W,2:40:00
7136,7574,W,2:40:03
7137,2544,W,2:40:04
7138,7573,M,2:40:04
7139,2545,W,2:40:04
7140,3911,W,2:40:04
7141,2244,M,2:40:05
7142,1194,M,2:40:14
7143,3392,W,2:40:16
7144,7657,W,2:40:21
7145,8695,M,2:40:24
7146,3879,M,2:40:26
7147,3878,W,2:40:26
7148,8249,W,2:40:30
7149,4735,W,2:40:31
7150,4707,M,2:40:33
7151,651,W,2:40:54
7152,8294,M,2:40:54
7153,9244,W,2:41:00
7154,8329,W,2:41:00
7155,3128,M,2:41:01
7156,6603,M,2:41:01
7157,6620,M,2:41:03
7158,3396,W,2:41:11
7159,1015,W,2:41:17
7160,6329,W,2:41:26
7161,7842,M,2:41:26
7162,6178,M,2:41:30
7163,6180,W,2:41:30
7164,4657,M,2:41:30
7165,4656,W,2:41:30
7166,5383,M,2:41:37
7167,881,W,2:41:40
7168,2393,W,2:41:47
7169,7413,M,2:41:47
7170,3268,M,2:41:53
7171,5094,W,2:42:07
7172,5150,W,2:42:10
7173,7379,M,2:42:14
7174,5985,W,2:42:18
7175,2994,W,2:42:19
7176,874,W,2:42:19
7177,2972,W,2:42:21
7178,9186,W,2:42:22
7179,3478,W,2:42:22
7180,9473,M,2:42:23
7181,3308,M,2:42:33
7182,5903,M,2:42:35
7183,3886,W,2:42:35
7184,3964,W,2:42:40
7185,3293,W,2:42:43
7186,2376,M,2:42:51
7187,7564,W,2:42:56
7188,4306,M,2:42:57
7189,2808,W,2:43:05
7190,6534,W,2:43:06
7191,1153,W,2:43:06
7192,1226,W,2:43:08
7193,8301,W,2:43:10
7194,6034,W,2:43:12
7195,4262,W,2:43:28
7196,4261,W,2:43:28
7197,800,W,2:43:29
7198,1974,W,2:43:29
7199,6984,M,2:43:40
7200,5946,W,2:44:01
7201,3981,M,2:44:06
7202,3343,M,2:44:08
7203,3391,W,2:44:15
7204,3550,M,2:44:19
7205,8194,M,2:44:19
7206,8351,W,2:44:20
7207,667,W,2:44:20
7208,9438,M,2:44:21
7209,7793,M,2:44:21
7210,3634,W,2:44:30
7211,5405,W,2:44:33
7212,1206,M,2:44:51
7213,1205,W,2:44:51
7214,1141,W,2:44:55
7215,5784,M,2:44:55
7216,1161,M,2:44:55
7217,1143,M,2:44:55
7218,6852,W,2:45:03
7219,2096,W,2:45:05
7220,7309,W,2:45:07
7221,3124,M,2:45:15
7222,1006,M,2:45:19
7223,4065,W,2:45:21
7224,4064,W,2:45:21
7225,729,M,2:45:21
7226,934,M,2:45:22
7227,3867,M,2:45:25
7228,7789,M,2:45:39
7229,2132,W,2:45:39
7230,2106,W,2:45:39
7231,2554,W,2:45:43
7232,2631,M,2:45:45
7233,1821,W,2:45:47
7234,1822,M,2:45:47
7235,3187,W,2:45:54
7236,3452,M,2:45:57
7237,2743,W,2:46:18
7238,3235,M,2:46:38
7239,4160,M,2:46:43
7240,8372,W,2:46:45
7241,8373,M,2:46:48
7242,6943,M,2:47:03
7243,3261,W,2:47:23
7244,3191,W,2:47:37
7245,6525,M,2:47:40
7246,6522,W,2:47:40
7247,6523,W,2:47:40
7248,1976,W,2:47:42
7249,3423,W,2:47:50
7250,2946,W,2:47:50
7251,7548,M,2:48:05
7252,3847,M,2:48:07
7253,697,W,2:48:13
7254,1797,M,2:48:19
7255,6794,W,2:48:35
7256,7556,M,2:48:38
7257,8375,W,2:48:38
7258,6815,M,2:48:40
7259,6816,W,2:48:41
7260,2138,M,2:48:54
7261,6681,M,2:48:59
7262,3809,M,2:49:05
7263,5246,W,2:49:05
7264,4253,W,2:49:06
7265,2636,M,2:49:07
7266,3058,W,2:49:13
7267,3107,W,2:49:15
7268,1781,M,2:49:18
7269,1780,W,2:49:18
7270,3544,M,2:49:37
7271,3543,W,2:49:37
7272,606,W,2:49:42
7273,5914,W,2:49:59
7274,8597,W,2:50:03
7275,8501,W,2:50:05
7276,4091,W,2:50:10
7277,4097,W,2:50:10
7278,7864,W,2:50:16
7279,1339,M,2:50:59
7280,920,W,2:51:20
7281,2178,M,2:51:22
7282,2153,W,2:51:22
7283,1005,W,2:51:29
7284,6492,W,2:51:36
7285,5958,M,2:51:54
7286,5192,W,2:52:16
7287,3077,M,2:53:02
7288,4036,W,2:53:02
7289,4479,W,2:53:22
7290,4580,W,2:53:25
7291,8277,W,2:53:43
7292,2780,M,2:53:44
7293,2725,W,2:53:53
7294,7981,W,2:54:00
7295,1330,M,2:54:35
7296,1784,W,2:55:08
7297,6147,W,2:55:17
7298,1184,W,2:55:27
7299,2299,M,2:55:29
7300,4448,M,2:56:05
7301,894,W,2:56:26
7302,3197,M,2:57:37
7303,6431,W,2:57:57
7304,5444,M,2:58:13
7305,5175,W,2:58:46
7306,670,M,2:59:54
7307,646,W,2:59:54
7308,5047,W,3:01:45
7309,1467,W,3:03:08
7310,3376,W,3:03:16
7311,5211,W,3:03:26
7312,3807,W,3:04:03
7313,2990,W,3:04:32
7314,7029,W,3:04:44
7315,3247,W,3:05:04
7316,5116,W,3:06:44
7317,2365,M,3:09:42
7318,7251,W,3:09:51
7319,7246,W,3:09:54
7320,1193,W,3:12:15
7321,1119,W,3:13:02
7322,8579,W,3:13:59
7323,4191,M,3:16:56
7324,2492,M,3:18:03
7325,7400,W,3:27:25
7326,8846,W,3:29:02
